"52D_NCI-H460_2"	"25D_NCI-H1703_2"	"49D_NCI-H292_2"	"01D_A427_3"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"54D_NCI-H522_3"	"53D_NCI-H520_2"	"14D_NCI-H1435_3"	"40D_NCI-H2087_3"	"31D_NCI-H1838_3"	"20D_NCI-H1648_3"	"28D_NCI-H1781_3"	"07D_HCC2935_3"	"08D_HCC4006_3"	"13D_NCI-H1395_3"	"43D_NCI-H2228_3"	"33D_NCI-H1975_3"	"55D_NCI-H820_3"	"22D_NCI-H1651_3"	"29D_NCI-H1792_3"	"58D_RERF-LC-MS_3"	"30D_NCI-H1793_3"	"38D_NCI-H2073_3"	"34D_NCI-H1993_3"	"18D_NCI-H1573_3"	"24D_NCI-H1693_3"	"05D_Calu3_3"	"16D_NCI-H1563_3"	"19D_NCI-H1623_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"46D_NCI-H2342_3"	"17D_NCI-H1568_3"	"57D_PC9_3"	"23D_NCI-H1666_3"	"42D_NCI-H2126_3"	"48D_NCI-H2405_3"	"27D_NCI-H1755_3"	"32D_NCI-H1944_3"	"41D_NCI-H2122_3"	"15D_NCI-H1437_3"	"37D_NCI-H2030_3"	"36D_NCI-H2023_3"	"02D_A549_3"	"06D_Calu6_3"	"59D_SK-LU-1_3"	"04D_Calu1_2"	"45D_NCI-H23_3"	"11D_NCI-H1299_3"	"56D_NCI-H838_3"	"44D_NCI-H2291_3"	"47D_NCI-H2347_3"	"35D_NCI-H2009_3"	"26D_NCI-H1734_3"	"50D_NCI-H3122_3"	"51D_NCI-H441_3"	"12D_NCI-H1373_3"	"09D_HCC827_3"
"chr14_22909483_22911403_-"	0.661326612395732	0.889087986577482	0.954282271562593	0.667136759192489	0.757602111480392	0.948955022456134	0.979252403731529	1.31032481027109	1.12804063253685	1.12828047962719	1.11050138912999	1.08956390628258	0.994076793321486	1.25425302280667	1.23328024065312	0.967805379127292	1.13558841640492	1.25581272691824	1.32489685022243	1.05952354140334	1.39288565815028	1.27644423223598	1.09637098590053	0.895648820839599	1.32322057799623	1.21129754003826	1.44919594919617	1.1864830870756	1.07673170141642	1.63654981065985	1.50535378651302	0.713814789245931	1.25476944529568	1.50535724448878	1.48083466763058	1.12726610715008	0.974371176413223	0.922048225553096	1.16772336265452	0.905665746969647	0.85562855409579	1.10959649887817	1.35876707756616	1.1299392825115	1.07200872887086	1.30312081384725	1.26091487639488	1.4663038107267	1.0203786675329	1.11467273706029	1.04250135265654	0.519152516406862	1.16897402181293	1.08519871144901	0.765134868532878	1.15473204391743	1.49440046830209	1.20035267293542	1.04259323189875	1.31910456935497
"chr1_155438327_155459898_-"	1.18377807568702	0.472598327729948	0.88279719423846	0.954550639945114	0.771463150378388	0.939934717634231	0.915712974874206	1.09550534349186	1.21528851164249	0.898656206389415	1.13702069089882	1.11483918180869	0.86695967378806	1.22915617812231	1.16197927674659	0.661596055891119	0.995343017384361	1.28790802303934	1.1442438647656	0.784596958618869	1.2301999856175	1.19004495862191	1.10655442743063	1.11891246286079	1.083239747656	1.06897237849203	1.26329497045939	1.01146321890343	1.08481512794906	1.40082015694891	1.46171120211814	0.906713944666035	1.26086400392268	1.43433153853747	0.976668457728544	0.994180427155252	1.24739920039321	1.25651355412379	0.982882583283959	0.620583416130864	0.970434057195363	1.31884807342969	1.19466036293971	0.731170245732559	0.660341277600339	1.01771503021665	1.05294150322073	0.787478318797834	0.827087152986322	1.4432501161414	0.768284324937064	1.20532616760122	1.16110006881266	1.3383406514353	1.14836937258337	1.13112621035642	1.11237037880528	1.02133672052673	1.02855425992032	1.10527143142867
"chr5_180261684_180280608_-"	1.23403466986483	1.05104602149986	0.917817486580936	1.11867319578275	0.853413817958011	0.794121778206609	0.605994780448557	0.891890415412148	1.18873482964804	1.03477318742948	0.757200497572356	0.854671509136477	0.784046421199481	1.08939261961781	0.699216500095778	0.817280298049303	0.888519706019107	0.938725104692753	0.755548078779397	0.982791750028105	1.11183403307946	1.31784040759991	1.4123081750064	1.07086981185402	0.935761774714162	1.33052048526232	1.35482382405553	1.23268618504385	1.38688384201172	1.44792509879031	1.31416451753587	1.30005678429318	1.27566498728901	0.97106526305874	0.92334570079444	0.804660608316049	1.31801864945008	1.28120581419991	1.28646795384102	0.956008455316951	0.820253181261833	1.14473835918706	1.11849879214911	1.34452844734237	0.983919002877241	1.10819365621625	1.04700301098167	0.90439051692181	0.988507861403764	1.08976477105568	1.08638006568687	0.784837616190016	1.05240546086727	1.11966941298212	1.07557899607399	0.748583351383376	1.35916993938522	1.09655314711868	0.754108026081317	1.06165038125938
"chr14_102040236_102040673_+"	1.09089987911335	0	0.954282271562593	1.06651360973784	0.804533857512069	1.19830937029874	1.04516822244701	1.21933390209093	1.3802743773901	0.823819970401044	0.522246233162172	0.897487244420512	0.52133266853779	1.1751592102004	1.19377138552254	1.20304868174815	0.702464462037305	1.29170741615412	1.44996993318912	0.865862977042489	0.91397482303941	1.51373276155243	0.756750273072255	1.37293970538285	1.36618640789644	1.12684679015041	1.02634995553826	0.476432214694214	1.09579099715649	1.50751630839891	1.53184388644421	1.0568251496008	1.26081111734907	1.11328252207914	1.35092835491278	1.44478701060636	0.667287387758839	1.23567542622426	0.954490349979913	0.988305872916183	1.12496640808093	1.10433285968448	1.29921628475049	1.60587177226282	1.27883439824799	1.37618505368491	1.17721642750627	1.38451168030647	0.781218928074476	0.875882555436038	1.14547899642221	1.11847975318736	1.07102310004618	1.32575084792671	0.909859534858703	1.03170150142162	1.14083813863777	0.839173512733693	0.987349858657306	0.936861236780253
"chr8_140846260_140890769_-"	0.259011695877701	0.488284797766967	0.472071352891046	0.687911093057255	1.14650151236351	1.11921891205622	1.07840599677948	0.849063092075675	0.742879366552522	1.45411243705779	0.711878629914131	1.09157869822676	1.14877141273869	1.19950321273687	0.769772628728825	0.897708477478693	0.939053954870151	0.848961326312042	0.856562116680829	1.38861108773952	0.737327481465389	0.943805147197994	1.26141509944463	1.29137975214186	1.78121329286614	1.43978369211523	1.3233453883621	1.21963250566686	1.41948933693274	1.42253271493219	1.70520316572144	1.6615503358132	1.70107510764203	1.61622574311529	1.33941956036507	1.41919357249489	1.2023448827833	1.40460281368399	1.40252968024165	1.65960436335367	1.43875977650857	0.950361104987964	0.997281369407978	1.24636533617206	1.39538135166332	1.32118754897374	1.33118923051585	1.11061072379376	1.07536771073214	1.08171082540666	1.60263486384031	1.35924249343795	1.38489842680355	0.987371625557983	1.20381105024806	1.0612109177919	1.1602325379693	1.07113755388595	1.49185941936572	1.11965291428739
"chr8_140818277_140890769_-"	0.445982733096482	0.750550249081865	0.56209467335212	0.822587633888052	1.00017796543102	0.965029696338828	0.98463294456238	0.643992993145237	0.655605252201234	1.39785047739811	1.04353083521263	0.815936013924643	1.201384326029	1.25467839075062	0.638934753138905	0.722798942060069	0.841339260528835	1.17305941264317	0.63665114464737	1.3062090753628	0.849410199104778	1.01965893090706	1.15752526966546	1.09746503370994	1.79106432109131	1.3262746919548	1.21096078207402	1.20980981012927	1.42808314382208	1.41649248832518	1.50085591160856	1.68364566923089	1.48346212771464	1.38001511545242	1.19241061248753	1.16808741835541	1.25340654620797	1.31721900990547	1.41557476052271	1.59448601227862	1.52735016402253	0.867323846675726	0.818580023774795	1.08501253085879	1.16586264822167	1.24509204305005	1.09965039470956	1.26386104114258	1.06054027428216	1.08706701589953	1.28811439725786	1.23703736050885	1.15077386119214	1.03536910952105	1.18625444707126	1.22087646360646	1.04273833551503	1.05323804525528	1.40472784241215	0.956279043064271
"chr18_9182382_9221999_+"	0.637780837176819	0.777836996365527	0.918549182093959	1.60898060562822	1.02693098874055	1.29235262621842	1.36360129502712	1.86896951937567	0.864478822579518	1.14591466832642	0.97694925056392	1.27177808936	1.38132063084268	1.76923722113488	1.07938117607925	0.882124161586144	1.19808773700079	1.04506336095431	1.05102152669278	0.828190670531559	1.15712060842108	1.0789476677039	0.997868497725993	0.981240430173215	1.74160169708907	1.14869530317703	1.79369422278964	1.68036182804044	1.44531972352213	1.3762619813304	1.38653940159549	1.61829688173714	1.51037398109966	1.57319778061212	1.14330009300867	1.1377246757658	1.58416711502251	1.59128380296902	1.51963998641305	1.39321940797976	1.25946741116552	0.993369198418353	1.25161738100596	1.31133830406824	1.04408384556127	1.17596274486654	1.10074556790084	1.18204359983611	1.55021855463397	1.45075364582229	1.29862098164364	0.934864231966096	0.969279921775835	1.01877828179452	1.14254230420055	1.38174218312521	1.35351626802225	1.33619884054295	1.24825262226468	1.14301861085241
"chr21_29321221_29329693_+"	0.842041506039119	0.693536811910223	0.84383585697556	0.930128096103245	1.40708674590415	1.56818314923636	1.28811993209362	1.51095872953488	1.45268880218399	1.33113784396083	1.06438987770689	0.467464703855805	1.11517208184474	1.06574035754741	0.967759979775491	1.07907399529242	0.785399602428953	1.16155034505143	0.978722027045777	0.867764338182641	0.840418961010693	1.46326669171219	1.35256128184282	1.45072980060794	1.09423154769671	1.22494564029265	1.50026234536828	1.72578360119164	1.41825899402619	1.32589695547743	1.10779544248532	1.27429039546888	1.32874192330351	1.25701619178714	1.5892789597712	1.21481165938095	1.17992742980078	1.00300283287224	1.59943429680483	1.36801334431436	1.33993481453418	1.28189331706306	0.891674365985578	1.05933111466512	1.31605370667452	0.909612276018962	1.16981162172146	1.40100712177723	1.30462453745723	1.25718252898124	1.15194538220842	1.52174027367364	0.819485437218236	0.787020910976788	1.03948555795802	0.82061880315171	1.2806117696906	1.43524863996227	0.892051988290294	0.901826652017644
"chr8_51860845_51861246_-"	0.547448003087755	0.550525273975874	0.882002657851947	0.938636064405916	0.918174026045292	1.22018031601447	1.00454999103062	1.03840939955428	1.40376466460196	1.23526145500697	1.13202709153304	0.913201300762441	1.32227974888646	1.27581570705927	0.822377939780506	0.887551151991144	1.72093871538595	1.40305773272234	0.86678389476729	0.962679323266319	0.979224080212782	0.988283579007235	1.19109855524138	0.937742292441366	1.2557151054401	1.3969927088899	1.09493936310023	1.13714469071863	1.00223783747842	1.70631691461437	1.21053484152667	1.33543474773768	1.47304665428517	1.1595921052014	1.51019389199665	1.00624290025196	1.40539521471817	0.698439260233382	1.24879456699201	1.22702083452951	1.4128402855216	1.28044772528176	0.941721748071428	0.937429740126944	1.00268206601936	0.917510078954735	1.78937863159146	1.45807285319549	0.976648652157899	1.31078709191034	1.34614115058512	1.34451387535634	1.2387288555554	1.03906112140195	1.21390683801418	1.46135466105269	1.50589580190877	1.37331473929829	0.684953904114588	1.09663530262112
"chr7_155672867_155680908_+"	0.80463674180312	0.488284797766967	1.27639726821668	1.1868374794128	0.764904389476249	0.591620969009908	0.879633820553046	1.16982697546832	1.18135709664831	0.8895729886799	1.20601832828059	0.86627403386123	1.3388799133003	1.10791580398835	0.956484768361812	0.838231062567131	1.08399615670111	0.936410669394441	0.608624639820979	0.955806938150431	1.00871743360626	1.47574691484972	1.25143635627481	0.834224970985911	0.925303769450566	1.50166702459589	1.30066843631835	0.879752871976345	1.52096456872519	0.851915466689521	1.39218471851127	1.67512232732853	1.56168456727534	1.29569082220752	1.36153690938223	1.30886208265979	1.09768862095275	0.903249068801225	1.39154008150904	1.52308078027716	1.5783958541274	1.17322706232518	1.05334569120779	0.634092896939776	1.01677545132472	1.29562171048238	1.2536221225374	1.20950574073519	1.5811888482977	1.42379940536958	1.15475649982066	1.39961899974685	0.685480056575563	1.04174704525391	0.666383717547062	0.847778141772786	1.1687387553381	1.61447820749485	1.45336859438733	1.35013163413623
"chr22_20933779_20934244_+"	0.43325460787916	0.944680500155409	0.79911089112455	1.03247458494894	0.95071024226224	1.26373693315596	1.25168016540526	1.57154579060331	1.39841400101676	1.54494614129303	1.16488305776432	1.18864238096855	1.03892683016355	1.20665550157629	0.993058721588444	0.876976611750739	0.731292216722719	0.60360791407278	1.12462364193453	0.652783682136434	1.32385784517939	1.27959477367977	1.32735672416488	1.24873592269567	1.08830640123512	1.16750359736453	0.92791777777289	2.08894551071192	1.18771527459793	1.26026665237983	1.50352315014907	1.36471001898173	2.10762108382064	1.87491325062256	1.76759983466225	1.29216653038783	0.947497520297398	1.4351649846824	1.24060928517097	1.42012949249007	0.721816789950863	0.761774527980895	0.731817928022115	0.915730280293838	0.84528618425005	1.18491741401783	1.15822064956543	1.43359237189421	0.633171580707992	1.2253693335725	1.3063800653952	1.09662704670662	1.46348987459053	1.31540711312834	1.14290796159584	1.18340062099601	1.50719326694979	1.48762283483621	0.866995297243263	1.35511289601695
"chr2_72718103_72733118_-"	0.56686735750592	1.11261300493295	1.24519125285562	0.934911620421411	1.07173870952804	0.861353115337888	1.04619499954011	1.08093234905703	0.402667522420621	0.991558664823654	0.401116545342105	1.25859307317638	0.894054130318149	1.23628269505121	1.74498143591667	0.871022070992187	1.46056579536344	0.706492017832374	1.15036996249306	0.58567076153754	0.520623668601962	1.47974384790951	1.57493563283878	1.32695402456567	1.15819249496565	1.11930999014658	1.43988982964385	1.1457326611519	1.13297245465577	1.69285700745749	1.88616313858302	1.64650869120425	1.68227946050926	1.4502559249471	1.77879275654794	1.68625601475169	1.20081629904391	1.2405370957385	1.12106621569047	1.23747858746842	1.08726732212382	1.21387468673639	1.3079884011197	1.34846081749701	0.988659267331282	1.27199521730554	1.21271215752096	1.1318804631452	1.11741636679471	1.17439790232127	1.0409426142014	0.92561998042761	1.66887207691343	0.675328800410649	1.09040075435072	0.850351755669195	1.55938217730514	1.31506260919706	1.05497281722935	1.15396950769554
"chr15_25405461_25411971_-"	0	1.12932529750839	1.00738442783149	1.17471927889256	0	0	0	1.42535764194656	0.81551581665499	1.41311236248084	0.909935127961629	1.15442675578308	1.10340739368973	1.28769439053912	1.39742529236789	1.16246049584299	1.11389580920533	1.12148709790391	1.00457717950542	0.879503163391826	1.16994502390514	1.62235168758275	1.10608221072572	1.42102398277287	1.30244094818523	1.49326302057792	1.60278031734276	1.26513172671623	1.19099340405516	1.46542635308068	1.74837515318761	1.61311666439196	1.51685016631587	1.13265327378421	1.11681654064375	0.816762193939007	1.14226125957327	0.603714799324107	1.22631159726432	1.29795664205492	1.29488882027628	1.35314274475787	1.28893222683391	1.27690987858472	0.929559711114827	1.10381317462142	1.49537446927298	1.33343615177993	1.35513065296437	1.24669414547528	1.01716248373565	1.52911405582225	1.16968181354459	1.08464738962659	1.25273861156583	1.00636496648374	1.67474455968347	1.19089189020872	1.48132280592751	1.16712750167478
"chr16_85633914_85634132_+"	0	1.28564233122541	0.885172118884993	1.75368373495142	0.853413817958011	1.04324470619122	0.939549267043587	1.71973252446993	1.48177138630695	0.972000062402232	1.01231279822223	0.634371488087471	0.92974093842552	1.58913199018441	1.68178371107833	0.855346330091575	1.43023121694908	1.24917532276315	1.23132827720743	1.06354010662407	1.38412525852319	1.23172573981593	0.943009672248679	1.27990326565937	0.828774323558448	1.13241643884811	1.53723841696892	0.859669334024833	0.660654810324959	1.44034719879306	1.40415083698735	1.13635861427075	0.76268507872959	1.74316376289548	1.07007900438264	0.760335455567791	1.2671466034981	0.91404979877005	0.998775392073713	1.41510308986612	1.21459970584077	0.767109262520326	1.01840141143615	1.57878150237494	0.99579606444341	0.937073567421866	1.84129008305586	1.04520997979918	0.619107929519467	1.50382887277876	1.28715611778419	1.18730052205859	1.24374742040388	0.895272657192781	1.01932415660513	1.32737026480874	1.26043170847973	1.44019726651361	1.05395945273252	0.77055026217894
