"52D_NCI-H460_2"	"25D_NCI-H1703_2"	"49D_NCI-H292_2"	"04D_Calu1_2"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"13D_NCI-H1395_3"	"40D_NCI-H2087_3"	"55D_NCI-H820_3"	"08D_HCC4006_3"	"43D_NCI-H2228_3"	"20D_NCI-H1648_3"	"26D_NCI-H1734_3"	"31D_NCI-H1838_3"	"47D_NCI-H2347_3"	"35D_NCI-H2009_3"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"39D_NCI-H2085_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"37D_NCI-H2030_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"	"56D_NCI-H838_3"	"06D_Calu6_3"	"58D_RERF-LC-MS_3"	"27D_NCI-H1755_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"12D_NCI-H1373_3"	"09D_HCC827_3"	"59D_SK-LU-1_3"	"16D_NCI-H1563_3"	"30D_NCI-H1793_3"	"29D_NCI-H1792_3"	"41D_NCI-H2122_3"	"15D_NCI-H1437_3"	"32D_NCI-H1944_3"	"36D_NCI-H2023_3"	"02D_A549_3"	"01D_A427_3"	"33D_NCI-H1975_3"	"22D_NCI-H1651_3"	"14D_NCI-H1435_3"	"23D_NCI-H1666_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"48D_NCI-H2405_3"	"24D_NCI-H1693_3"	"21D_NCI-H1650_3"	"05D_Calu3_3"	"38D_NCI-H2073_3"	"34D_NCI-H1993_3"	"57D_PC9_3"	"50D_NCI-H3122_3"	"46D_NCI-H2342_3"	"42D_NCI-H2126_3"	"17D_NCI-H1568_3"
"chr10_11997672_12014184_-"	0.445982733096482	0.982538521767875	0.368867230677658	0.786111747487577	0.706468073385561	0.521660950072526	0.554771666329019	0.745277833205514	0.849161960664029	0.337291996616583	0.611361237913177	0	0.592514595719797	0.121555358582477	0.635521983867793	0.524643644682798	0.712091314926698	0	0.77077724377079	1.08885667783653	0.884180774210758	0.974842216268663	0.855762567213496	0.832303601816689	1.03606390325374	1.10670868753755	0.744592413561944	0.329482362092672	0.829594384632838	0.8729188572917	0.499110671993853	0.792323540876806	0.753938418674103	0.731500985844133	0.865205092880722	0.985222509337535	1.05858102226778	0.645776149085148	1.09058533989209	0.946549335462992	1.00235143367777	0.628634054480922	0.786670782171107	0.847882777376171	0.825366180218442	1.12278768342003	0.890777612177846	0.578945985128683	0.726266985399788	1.02699714496769	0.537108851299762	0.98599844556821	1.00079405619272	0.879461680685957	0.84000786092652	1.25884826356371	0.703884419243421	1.13342254147625	1.38913220087405	0.996539197043212
"chr3_56592970_56594028_+"	0.661326612395732	1.03081816748732	0.951580543330094	0.934398844823868	0.746744335670376	0.696019886004865	0	1.08655677657682	0.550388639209667	0.427873712735941	0.769187404028925	0.640259367423874	0.595874789351363	0.418374118197076	1.02863571008176	0.758353129619262	0.801564659128959	1.13477974675619	0.454632480165445	1.27550275868226	0.931239005119105	1.44517868546594	0.669772772785208	0.973853076945592	1.15799614995071	0.744179788735118	1.11649730095389	0.933820020162632	1.14305408178947	1.36213413983668	0.899529299443543	0.695565303179856	0.909622997928707	1.19121070207691	1.24774262706549	1.1112162232027	1.32977530008697	0.96427601951812	0.987245023609153	0.83655973525419	0.528450294973376	1.00547294710776	0.680699440921046	1.11325767774195	0.779747554181795	0.652788473482129	0.552587596902084	0.607309065433844	0.444581853024564	0.91988406649031	1.15774462551551	1.41685548262941	0.951433526850535	0.726671205333515	0.850415398263897	1.13425754372667	1.08305311502678	1.00281103842576	0.865784675159537	1.09518789523387
"chr5_176943335_176958154_-"	0.705677539856168	0.920629163702153	0.700216117303405	0.756767783401271	1.0558527356007	0.700223258032052	0.45778835820227	0.36397951166543	0.134964921289065	0.601767876063813	0.294077410231002	0.38104271344297	0.852733583549509	0.244393581548114	0.610139826544174	1.02415733843017	0.661598324406588	1.16621464322103	0.643271697142982	1.09030121679809	0.688011852742918	1.25494590031794	0.810786599114209	0.681719071575393	0.78747519917716	0.808001747513825	0.756225126885535	1.27446217564456	1.10752080580806	1.18653132480471	0.724148623600138	0.677899045585545	0.961951273485974	1.43220775640215	1.40150259609073	1.02553944695853	1.02242896506348	0.905362400828761	0.938017141984441	0.528567849392205	0.483515088224004	1.03504425597991	0.914555143799307	0.950511419124818	0.677134832066297	0.770775710960311	0.930939127429236	0.186632663333505	0.564709754007097	1.10129285484758	1.02056450479644	0.991948452367911	1.19391648646053	0.777637553834385	0.80510651903245	1.11607843373735	0.543965494030756	0.788841172998165	1.0510813032897	1.04948042194001
"chr9_95978061_96004701_+"	0.725893536642298	0.456323970860956	0.951580543330094	1.07992277942843	0.753562764080659	0.18959801803101	0.45778835820227	0.468858104137707	0	0.669680717564415	0.553636732350335	0.816918131370691	0.233119089555862	0.468853080523551	0.913807098515625	0.195218291285849	0.757806000873245	0.577249026830404	0.994708463590302	0.817470722621324	1.08273781736188	1.11066556291594	0.637535794681991	0.677244256678295	1.17724911532916	0.252823440876425	0.80604039893471	1.18301561286625	0.89455958793518	1.1358998986171	0.596700985899357	1.23514626957067	0.689157305880748	0.983084860526694	1.47923179668856	1.23076062933132	1.15353644337262	0.699173882986783	0.869368159735438	0.839818125699024	0.798834158029157	1.30269034312863	0.564046442989935	0.66890960879699	0.740691617895537	0.946150877161087	0.860819224192007	0.964540593159187	0.656263986189608	0.796738546563459	0.842004604672612	0.723521145458249	0.806488936493106	0.781993242096223	0.80510651903245	0.925754795333951	0.904542311704053	0.771960230779904	0.937696555929791	0.442978588852231
"chr1_41070595_41075451_-"	0.847051643820036	0.616573912070084	0.636623364218577	0.626196680095405	0.721292265614511	0.643436232691318	0.699633279536246	0.738850172965427	0.70449601679376	0.40259884919307	0.569906565832505	0.792852578312786	0.256446356660101	0.580692450786155	0.607696716413064	0.622265533224853	0.516934054911659	1.17433782765622	0.765542603135331	1.08400670967672	0.754265115415976	1.10212022633236	0.784128728737974	0.842176285825822	0.640785742478794	0.641412830476621	0.73983066123394	1.05337200928421	1.18435126684453	1.04872548172402	0.989106394397707	0.955845833531439	1.01491025060746	1.01869418339507	0.838597114442023	0.96527359321966	0.917065326588496	0.778954059428391	1.02712226812681	0.985062661143124	0.834030784768437	0.817799999411327	0.832057619259085	0.447175634321871	0.563244452112228	0.953460448665115	0.81465756245708	0.800338359908919	0.78346463827464	0.685474763043433	0.882973669675747	0.941593936009303	0.808776153263904	1.02782108536968	0.88139099870692	0.646638714966456	0.766112982550463	1.04833337849183	1.24759826479198	0.951502372012095
"chr5_140440119_140449305_+"	0.903547251610227	0.683824996002989	0.696574970270771	0.640036230636115	0.917246535714418	0.517246495950622	0.605575163485076	0.564439731199473	0.763323820997233	0.524827600121607	0.401251963270679	0.399178787924733	0.584550256778173	0.740049536135223	0.57533435088081	0.542253152626217	0.711644605888754	1.31713247678463	0.826190888905406	0.948040991553795	0.963651918495383	1.05351170566864	0.382569132787826	1.00473302349674	0.826312653409318	0.542114157634862	0.868720715262324	1.0098530735166	0.848611494438619	0.527315925872499	0.993690458070321	0.77763748758479	0.709640707468942	1.14111383204558	1.00103855210782	1.02790044886815	0.970318550883927	0.621568985076828	0.684432469972903	0.80951178358137	0.578320554401398	0.798842675801218	0.698935606517859	0.991062545362573	0.733234717582032	0.651115280399395	0.819215042169629	0.61682614294359	0.60183940194164	0.795328283532337	1.00678091722542	0.947473116155777	0.96630998222517	0.991181932370801	0.777921473260665	0.508279752008686	0.970489105527736	1.00085164700257	0.665771550566346	0.920202289950249
"chr1_29154696_29154910_-"	0.259011695877701	0.335862542705671	0.21882586027361	0.898995067520445	0.763583776671859	0.835947064269128	0.737241383882107	0.535478755166764	0.637561498013172	0.66974477805881	0.474034612020324	0.643669279879089	0.667095933069238	0.765228513780893	0.869977314612874	0.817451436143736	0.709045850664271	1.21617159094847	0.747615867680374	0.986502140568962	0.76438217485576	1.08154997525889	1.04612328084649	0.97626960216379	1.2847629664568	0.671599442340064	0.888416428139944	0.865612602819876	0.905315536627552	0.978065332929044	0.870504390769464	0.775212479480159	0.789789157085111	1.04447686080897	0.640767940745996	0.752752874746721	0.93563590767243	0.331250952104915	0.372572355395799	0.672382717744998	0.696327689015896	0.824000281866333	0.948851062137753	0.46234565029864	0.979198690352001	0.572010900300644	0.498075479617382	0.626848873029752	0.685500368547376	0.992049159959884	1.09956633429939	0.980336312572531	0.835573494544381	0.706254917947384	0.915288341795233	0.688330360559406	1.05925067909211	1.33168520173842	0.956627959880554	1.08817550598232
"chr11_34071726_34076642_+"	0.645772111719314	0.563673716521345	0	0.848677992519069	0.445916739884745	0.572513626874773	0.751941086174353	0.268748959997156	0.349289845513548	0.381860753179876	1.05716665498313	0.638055768226376	0.349991022654549	0.452388767127444	0.546049219094787	0.340223902592862	0.511443198854125	1.00564199126874	1.23091213476497	0.893283575077364	0.497287613913908	1.06407558090781	0.659552759839855	0.741218240687605	0.98017588328784	0.544512826218057	1.00651296257981	0.959415438426321	1.04242026238634	0.804891912347661	0.609140147323785	0.623591870047596	0.902705499032531	1.19271564077583	0.959482725876476	0.897562373739134	0.954044006065685	0.433960754467037	0.355412307018794	0.699938907128679	0.648320143665381	0.896705969638931	0.830643494743729	0.781689334159556	0.888874419466737	0.588802554855301	0.634373920036909	0.629507595128248	0.438428684898037	1.04226348033428	0.962561415142439	1.04365526048685	0.873676484953138	0.831683069316604	0.924852626188911	0.984099983297603	0.841688885434301	0.921988295059627	1.07423539139367	1.06387077437946
"chr4_128992167_129003876_-"	0.56686735750592	0.536966295491743	0.222472253030951	0.934398844823868	0.832490825026957	0.693070125477133	0.935102347423097	1.27055335229779	0.390562740419321	0.796815036919165	0.585929035863518	0.846866644887754	0.345574259177945	0.839383407260922	0.710640904607257	0.889731859655434	0.706883551924436	0.848763280246078	1.0689347642432	1.25084437432801	0.837330725822386	0.988928221939533	0.473228053110231	0.694679111066674	0.417624181171613	0.493180688066095	1.25066571067399	0.951721486553816	1.06148376824597	1.00134295666429	0.898486171597588	0.963867574116497	0.969044753596695	1.35899101837928	0.814383847034893	0.631805636828673	1.01510572054941	0.673392123967429	0.213091928867543	0.925675789445933	0.800368040538977	0.911597724307975	0.796388622125755	0.817252796444926	0.471040875939046	0.349285723692447	0.513017615151229	0.696442993266617	0.545472628099245	0.984204948620438	1.01146321890343	0.857216799654786	0.935813085093856	0.879308699880872	0.522571046266336	0.730116922301853	1.28250335137543	0.784748727697804	1.03183726999771	1.00222373927525
"chr7_24620052_24668660_+"	0.445982733096482	0.673891024345523	0.368867230677658	0.898995067520445	0.549292091642811	0.690100192867425	0.233035384257217	1.06513907839475	1.08314179364334	1.04705880186362	0.480477712684714	0.744715759144945	0.624657001956242	0.890566066726067	0.941318797427574	0	0.549667575989472	0.355496114424018	0.81741675275982	1.10023550885765	0.528141874351585	0.7801781016727	0.670845259634485	0.362501654114078	0.960231961198505	0.15186007113174	0.875223617033711	0.993885600394214	1.04229855967932	0.701357049666318	0.763704241305362	0.372777104597612	0.84124542076201	1.4658118123502	0.931414924497179	0.571767898817884	0.924309040810107	0.702789384417916	0.808614821247904	1.0536221764381	0.538754001983198	0.679401506506154	0.765369917728128	0.668463238572888	0.474627630010155	0.588616278108987	0.760343213311245	0.465570786220233	0.482979138662014	0.947698112204734	1.09022909886484	1.07312219985881	0.915356671087757	1.09590541062149	0.991652850767298	0.521246052620426	1.05803763997596	0.861817902534331	0.618064248971868	0.919690149801727
"chr7_24623666_24680520_+"	0.557266212620327	0.825319958283467	0.630990049466507	0.786111747487577	0.174449726863508	0.337795070911279	0.458966751688124	0.899554704741287	0.503359922735314	0.611386866575527	0.580538863741016	0.49304150916738	0.86139280293801	0.852574460688723	1.16489471699058	0.262012697854669	0.180356479099219	0.606168161332911	1.05154985089483	0.957470930100389	0.532818070856858	0.756133839475102	0.57649692126926	0.635507127456015	1.11404360141982	0.673211252084349	0.61049637072026	1.02233075892486	1.04618754001964	0.386608018994649	0.698284826865612	0.601755168447681	0.804532733048002	1.12215180245529	0.850878812127577	0.401529260904125	1.15110975307946	0.617906081938419	0.684281470995451	0.833307774266229	0.50230797389183	0.575797934309479	0.727182658241317	0.597962525412068	0.271635226345886	0.755237454080206	0.967655683821052	0.509740627376541	0.661285614380766	0.860168882175778	0.907959018868537	0.85070686837075	0.741187342147101	0.745131675947144	1.06351484517398	0.668521039550804	0.985025704117049	0.807163051105295	0.672176316841659	1.05723675126526
"chr10_110964125_110985765_+"	0.557266212620327	0.724517949437753	0.56209467335212	0.74086372152472	0.67603013465197	0.983381852634165	1.11890989265105	0.57152692613666	0.926472001079751	0.551006536134389	0.662305636450203	0.648184512687808	0.634087478171796	0.430260361440815	0.898742542441547	0.395829547417449	0.307412219564157	0.682903393961563	0.801545694458483	0.974258712351541	1.04833936352481	1.05452077386211	0.724785507914801	0.514247124060872	0.768893334068424	1.05680284411631	0.951284349884558	1.01848511772996	1.11448823643116	0.731163330672359	0.77341537313702	0.677267776448758	0.556320902357923	0.569524230180886	1.04269010964934	0.797372081835652	0.90227860708832	0.649862451677939	0.718200328122912	0.911831806153125	0.371412146833641	0.945482272894014	0.927095854688124	0.609249427613719	0.768041824493708	0.457860965882703	0.44225542603428	0.712833457445081	0.56772469472796	0.984105977060676	1.138841027904	0.714640306154493	0.990352940288486	0.79054416086302	0.973177726665081	0.764402102892878	1.0019746607083	0.751531232237907	0.587932859694566	0.58750535644944
"chr5_72861808_72865729_+"	0.547448003087755	0.810902482610463	0.366267395498955	0.970327959427345	0.854473543575972	0.830725399023835	0.957924721787585	0.76567921769843	0.583720034779857	0.826316174084125	0.262659485889634	0.952177237650417	0.0895015147316471	0.412233825228244	0.465769529003751	0.726408340744023	0	0.479172979419586	0.673863366356957	1.10269910312225	0.891704615757688	0.927479904185736	0.747413192708759	0.569487653360249	0.715848689067682	0.828115755812051	0.707442725012214	0.801777916974501	1.0262206814236	0.863907934044821	0.585136741293821	0.725362112069747	0.796288853705017	0.799572597786135	1.24774262706549	0.8470716341083	0.803903094686572	0.947404293523387	0.402341914829096	1.03810930268678	0.69477422376957	0.836883293329268	0.768649794352926	0.694373330548473	0.717930986719841	0.0745471008740938	0.414222180469107	0.398973759202828	0.631687450538824	0.573193149309275	0.83685754026596	0.766640117760079	0.744145126861308	0.499136385339859	0.595849339615247	1.04851303011474	0.911698002495327	0.916746458156159	0.585862025927017	0.753958654467527
"chr22_45689712_45740538_+"	0.259011695877701	0.65331425790528	0.750323855581714	1.06525268954937	0.853929552094027	0.752696013253437	0.849113065062761	0.402395526214345	0.752150534458705	0.469373709814702	0.553270258555944	0.592353485880676	0	0.620428550956436	0.467464703855805	0.643279202687455	0.291720777603345	0.682903393961563	0.8164488247955	0.872844030943154	0.713625828844835	1.04862629069086	1.00032903197581	0	0.724835479776095	0.820007463100761	0.635640082771722	0.574568252851104	1.15549142169699	0.859850727993196	0.815285536965562	0.45349384517873	0.392928842554033	1.02561181693129	1.21060072604859	0.700854492515905	0.912410318670607	0.752666714607508	0.679036483178854	1.22397669417693	0.834230434376116	1.25386401770325	0.400782023092097	0.929371145752581	0.926504112868433	0.428465841416461	0.44655911387588	0.921706648745853	0.754585043326844	0.398109503515431	0.743988518752137	0.929842881982156	1.27747070848153	0.927338608206486	0.938183369267378	0.854041277757994	0.860378148304048	0.702055297046632	1.00088328550015	0.184088614561466
