"25D_NCI-H1703_2"	"52D_NCI-H460_2"	"04D_Calu1_2"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"49D_NCI-H292_2"	"47D_NCI-H2347_3"	"08D_HCC4006_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"13D_NCI-H1395_3"	"40D_NCI-H2087_3"	"43D_NCI-H2228_3"	"55D_NCI-H820_3"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"32D_NCI-H1944_3"	"02D_A549_3"	"36D_NCI-H2023_3"	"20D_NCI-H1648_3"	"26D_NCI-H1734_3"	"23D_NCI-H1666_3"	"35D_NCI-H2009_3"	"14D_NCI-H1435_3"	"31D_NCI-H1838_3"	"16D_NCI-H1563_3"	"59D_SK-LU-1_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"17D_NCI-H1568_3"	"42D_NCI-H2126_3"	"50D_NCI-H3122_3"	"57D_PC9_3"	"46D_NCI-H2342_3"	"24D_NCI-H1693_3"	"48D_NCI-H2405_3"	"05D_Calu3_3"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"01D_A427_3"	"22D_NCI-H1651_3"	"33D_NCI-H1975_3"	"37D_NCI-H2030_3"	"56D_NCI-H838_3"	"27D_NCI-H1755_3"	"58D_RERF-LC-MS_3"	"06D_Calu6_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"
"chr14_99458279_99465813_-"	1.18452889691715	0.776268067359051	1.21306536017099	1.09760667561562	1.08668040354437	1.01562796916989	0.842095743049546	0.976249056383293	1.12968767541514	1.35026255983158	1.27432359584412	1.11530733928596	0.860727237192984	0.880756917019488	1.16755054118993	1.63197208399243	1.68675529662193	1.48056634239816	1.42198283088969	1.71428117500785	1.45062933286092	1.51227754647929	1.18627769355461	1.32634676236407	1.07947222799453	1.02954453000632	1.27944277253901	1.20554178805847	0.958939234546131	0.944935980409936	1.02705476177994	0.68983855454212	1.10980634181706	1.03049064372186	1.22199789403156	1.18493562294232	0.934819109006074	1.3654489023208	1.21393117499936	1.11722823976507	1.60910322630601	1.28401674681395	1.20683730752944	1.29463851910665	1.48174225864236	1.57821749476653	1.34675626668111	1.51878927715672	1.46647901157629	1.51485936413301	1.47482563319581	1.01807266068059	1.41195182463857	1.37465518524868	1.69295844836242	1.416704228677	1.27723583924051	1.49779720961721	1.63256436317931	1.58984169736365
"chr14_96833467_96860735_+"	1.20965899540239	1.45437445925987	1.07536771073214	1.2076406419718	1.01088823848911	0.999242510247012	1.11211601458309	1.09441768760772	1.24926891467149	1.49114016542026	1.27223346029349	1.19683059163804	1.14012151781996	0.910390599642758	1.30651542336001	1.74178765789093	1.62974274545558	1.24888086036764	1.35140627139385	1.44737696897087	1.48462473684033	1.55688308813285	1.22192047322619	1.44706230147859	0.876312733376998	1.28084129477187	1.31982404900953	1.28050872715265	0.854150551616496	1.09011173665562	0.930236650803542	0.751246180168172	1.27730299200623	1.09972642122055	1.17249310368406	1.35293303004531	1.14774466650221	1.12735494909009	1.19264870268978	1.03646461158853	1.56131703453367	1.44006871707368	1.21935257294913	1.33528857302692	1.53000503558903	1.40515586733113	1.37378313154311	1.63806888133254	1.58645533165148	1.7562401799392	0.967973758474333	0.992586138652791	1.41710507580728	1.21477173361724	1.40697078179392	1.54842065143073	1.32965132157942	1.45330331199292	1.32540975779079	1.333480752652
"chr3_158122103_158123991_+"	1.22783727302744	1.13727115250151	1.34203070220659	1.10668549843963	1.008212482955	0.935102347423097	1.11211601458309	1.2253094920002	0.866494778453728	1.0969983730947	1.11281479251898	0.852928620729011	1.05948042668879	1.0638518408209	1.13342159830435	1.79918509409161	1.51404814697169	1.51942060276677	1.80458696571961	1.54779862206671	1.433913966756	1.53021624903945	1.47725102885307	1.29634026226374	1.27679799755384	1.30760362005081	1.52636245189211	1.36564458562392	1.05515245508492	1.21912923571908	0.991867035879359	1.00218094386317	1.22538979209594	1.09438904987963	0.987408401347167	1.0745406942309	1.33081112704952	1.48754106783084	1.36314695314392	1.26866626262056	1.57096004644342	1.40598635138735	1.25727593297594	1.3464217696301	1.65126023539861	1.49441837801931	1.41868558103887	1.9018443123285	1.45302883794298	1.30676473303845	1.49369303435734	1.27719992733879	1.2519443199875	1.25553142623452	1.45294199369027	1.52434733924821	1.37789333830767	1.3109595791889	1.25929836206265	1.55187024326051
"chr7_129014979_129018157_-"	0.942825225509231	1.01596589321486	1.07286095575831	0.837530532885127	1.02546225130136	1.12118917526375	1.08956283468621	1.05104317523275	0.820809722876083	1.37702026415065	1.0888270876742	1.16854223267245	0.459818365852172	1.07361154454275	1.02952623686269	1.10089075895583	1.43685455445333	1.38115203851685	1.94270243547286	1.16862515111661	1.6951682295482	1.4513910893568	1.17666726942364	1.35818540541822	0.976649016338637	1.26322756943596	1.36569812247147	1.26770553637898	1.16051209623734	1.22047874837662	1.45030571359513	1.46474916764961	1.36747093599329	1.58229757509191	0.974721522473385	1.41237032055069	1.4551842734889	1.55428277697234	1.55702099377656	1.40065690534011	1.47915023118733	1.75387798149611	1.3692083500299	1.28872824123906	1.49497893074646	1.383027616566	1.549474229857	1.41467797941387	1.25124136460298	1.60664457939919	1.12230111571475	1.18723146692014	0.962870147065357	0.911705581286683	1.29751535481544	1.59007334479045	1.50861828463607	1.4737327291903	1.42760682614667	1.67757427089657
"chr8_140864312_140890769_-"	1.06898522048196	0.881108829552511	1.15988544801471	1.29283025239908	1.39352591202149	1.0442518349256	1.01271414636942	1.47523948136999	1.00873560782924	0.863007221199732	1.30762829312323	1.05520374577899	1.30372870647781	1.12332954888447	1.45466299193399	0.934669951300416	1.28362993285516	1.69471974392787	1.85118198172822	1.52225087316524	1.9099857375736	1.34943839268904	1.56905432412553	1.26462947515656	1.15805651974666	1.5371891551263	1.51741623203466	1.50895299632334	1.40398488590468	1.21098250355265	1.33236131232041	1.36596543189625	1.5226293164299	1.14049673624945	1.70574923903121	1.42032164296907	1.57041834646438	1.44199116780266	1.1887744419132	1.75027881986185	1.5071830351599	1.64910290954272	1.39664131875972	1.58220278614421	1.71268106055037	1.26772087318899	1.48350798704168	1.58353516283782	1.50841914701954	1.86414569020749	0.905822258708484	1.12653366273745	0.952866552889156	1.39484395295426	1.41286867842408	1.7300176348336	1.51824198354741	1.52530391799182	1.67159884828355	1.44033326420015
"chr1_117402186_117414831_+"	1.16113954339921	1.10242888063172	1.27776810897083	1.03373178602108	1.17507267899251	1.15781291599688	0.917817486580936	0.948281933220158	0.917491077267602	0.977022610771579	1.31864589484487	1.2005010205311	1.27894924637665	0.894891628546643	1.03871957777701	1.36165959144903	1.5810832922109	1.56526298573169	1.69836085686678	1.61252127017946	1.65235792433215	1.3775846648088	1.38403808600168	1.47089715433977	1.15858644272451	1.45116183709085	1.40971327439474	1.50040301256066	1.26108224084545	1.39233780264676	1.37001394175191	1.00773050692265	1.33987903809446	0.760289764594467	1.09243050312606	1.17627005406826	1.03164482154549	1.33904422881691	1.28025411292374	1.19428362025566	1.60536818824643	1.42374354193579	1.60912397860905	1.33546591476948	1.74959557233894	1.27892555188285	1.60934017447163	1.21596791711332	1.48417897272855	1.66744300877173	1.25695386510123	1.28798441518051	0.915950489107907	1.18212716423557	1.84267888704551	1.51796028931378	1.6490859114579	1.49742134154323	1.13728254610176	1.77003452245179
"chr1_117402186_117442325_+"	1.20965899540239	1.41534824309706	1.52905397787568	1.13597292082044	1.27596660193586	1.48485481613979	1.19217258510454	0.978706652833851	1.10019084312744	1.24223250481291	1.37190641983227	1.52844370425717	1.2353221758966	1.19605054335654	1.27648497036449	1.47118429310659	1.93724373103853	1.89493233829125	1.86065983603751	1.69571686538501	1.83315302135027	1.41800261851842	1.42072998221446	1.60045694019023	1.2409513941872	1.77804308081507	1.63471711914261	1.59296332817198	1.17363827966832	1.4030073230918	1.41841565227578	1.09685183121527	1.50439279323121	1.05431758842968	1.23962382263386	1.10398219173344	1.08289389865486	1.4115280103099	1.50320656144223	1.218718617869	1.66914689283043	1.72564598004048	1.65857021597564	1.84010521243297	1.93499497352565	1.44624967762774	1.85173587247654	1.57568034384151	1.52407263741313	1.90297891792284	1.10263873418537	1.36093798515178	0.955790351194143	1.44327756552033	1.80127680088716	1.7186830100946	1.83059830267284	1.67540679619781	1.37941440933202	1.65645178050311
"chr3_149846011_149921227_+"	1.50899150874232	1.02597829331948	1.04204766983376	1.17764344773637	0.762895698145496	1.00734714293624	0.79911089112455	1.22965278186318	1.04457540152447	1.35473928878075	1.60965262654429	1.41746296476302	1.4058845212746	1.22946059629255	1.41671982296881	1.16571949782635	1.83642056174954	1.62467727812158	1.57247521329138	1.91302531411702	1.50161054613295	1.50704726055702	1.51725389224477	1.74812270401068	1.32454126594786	1.82939980277735	1.61038127830367	1.66279538536327	1.41636653640025	1.42753348221849	1.58858674177305	1.08998808228459	1.33395208472589	0.919229449332009	1.14416568981337	1.40909442392465	1.67241249144058	1.47916691281162	1.35771333965497	1.43523699709683	1.30156321329724	1.53129224559376	1.48956310728604	1.55824435886362	1.90380436801485	1.60126431625533	1.70510961924711	1.82218166958814	1.51165009022578	1.70141964115948	1.70783986586335	1.17902370659083	1.36019481998724	1.55123915201859	1.48665716772887	0.97509114323798	1.56778038915069	1.34849851698228	1.62122282717699	1.52590822322686
"chr4_143543509_143543972_+"	1.18655916243003	0.921170269091866	1.30877990690734	1.32100296941475	1.47580127754563	1.3240315712528	1.22906279722953	1.26993727222681	1.3101654115172	1.10601163664992	1.62306499719515	1.42700173263162	0.631469774341784	1.53434055709115	1.4648570850179	1.54693721163813	1.5798237100756	1.56212895006624	1.45810883392114	1.78424183101389	1.48802172682215	1.78704325502482	1.31213506345056	1.24942987103677	1.22540160861339	1.30408137273763	1.05446901124587	1.15278810121209	1.33165171533638	1.35691084484078	1.13593852188321	1.2038975870063	1.01967682003896	1.52632598704212	1.73801988569483	1.68861591229907	1.46774181034707	1.52887057597066	1.57686881706433	1.44232383707545	1.55942843913384	1.54212078901847	1.39052591634516	1.52711784825056	1.55857343011093	1.57076383633282	1.4945827458706	1.27557119631625	1.34598999387532	1.51741599925902	1.14309275113998	1.38845698720401	1.48665434506084	1.41768420156386	1.34077908614288	1.41003002521555	1.36067158758631	1.49705687441317	1.17721980234083	1.11241275968731
"chr4_152411303_152412529_-"	1.24528513269983	1.16714735695555	1.56165162379821	1.32356976959979	1.46222502632737	1.48925144778382	1.30521050295545	1.42040972512266	1.43658620313834	1.26914452375083	1.26145940663614	1.49022919597381	1.42608664320301	0.712268060033303	1.14242840362954	1.35268889610925	1.50554992669529	1.53640272786957	1.37038182162611	1.88164664723065	1.62251860994362	1.43208946703249	1.49009491746364	1.25519645319665	1.40556763246829	1.44111115397992	1.29491705120844	1.24735894463787	1.63691017058673	1.44914567081842	1.20682588143587	1.51853318802651	0.953540869282668	1.56611712994115	1.51042595015139	1.6499814645368	1.59774339834958	1.61622118747069	1.61722656966092	1.51313789440441	1.715210608951	1.26542064775952	1.55815092060195	1.47477176743876	1.32507380012679	1.41951594955732	1.60301436027566	1.66194844792287	1.6502727201018	1.44716059912276	1.34048122378471	1.45902762500636	1.44016293271372	1.24105889168869	1.60481065790094	1.52311900540294	1.37979358051214	1.61839926001107	1.28438645659101	1.38154858673435
"chr12_108652272_108654410_-"	1.18655916243003	1.0793838150238	1.51596362046059	1.51932161378095	1.735931540832	1.81757010782792	1.26107448686082	1.6771486081528	1.16638672137428	1.22121121077025	1.43804041284534	1.24580938077565	1.15160929118289	1.48626818138656	1.47492443570749	1.52639594785027	1.51235983151964	1.27750803286277	1.75396232305578	1.44370851711958	1.28530731569495	1.7688573195729	1.56527562047552	1.02771614788809	1.3043704595942	1.30116841605683	1.73690754822678	1.49214392311578	1.33135472206842	1.46253374329022	1.08576055631099	1.45047480304273	1.39061481502641	1.45708948498702	1.54749517541395	1.82729993477086	1.88742940581592	1.74741677280538	1.55792851620452	1.60801792173992	1.35103940684174	1.14101991636529	1.3982581486628	1.42651909896746	1.15531638321237	1.48992724064504	1.45246219181456	1.54571613861747	1.44389654566129	1.44681615111855	1.0400505751354	1.42905509154431	1.47563085661062	1.69675577773144	1.10993580727837	1.47818980045391	1.43433948809318	1.51313996317352	1.36810430465729	1.42510018148983
"chr2_61522611_61526521_-"	1.05380451056427	0.80463674180312	1.43809825664202	1.40857033047076	1.18837519705288	1.30239644167808	1.29026690553994	1.16907198396356	1.16781485965432	1.46503459734874	1.59246201566556	1.27116187304194	1.36092085512606	1.12148220521898	1.39625143329731	1.59395478351171	1.87229304820429	1.65117275857702	1.86996078579159	1.67695709291326	1.45424090232661	1.82328198018498	1.13004268232958	1.23357237938169	0.912145507407643	1.09315904571284	1.27032441539759	1.17542931506029	1.20309453846993	1.43532528755808	1.39742728990135	1.26295237459392	1.40965834644898	1.35047387429831	1.38317615006874	1.78980928292315	1.3761497829219	1.56759112831981	1.36134999794511	1.58007626851822	1.32724828084462	1.18810893482852	1.55681480122916	1.61690339573991	1.81167740659402	1.63041453714522	1.53865475624933	1.60114813092871	1.12683096217871	1.34599181496103	1.49815644764466	1.2499566971589	1.27005018122876	1.40577001435652	1.12199101507664	1.6621392395816	1.3054651782835	1.52290085576511	1.41618431369338	1.71024734035442
"chr2_61522611_61533903_-"	1.12822319053302	1.2753740716253	1.48933861891164	1.40603199004667	1.23069152127475	1.05964014480235	1.40684711672387	1.41566825758872	0.941354522707147	1.22260944561311	1.48542692508572	1.19898883994107	1.11056753359352	1.20326607373838	1.17844874670733	1.37645801355932	1.56312750878684	1.73589611390325	1.65587335909093	1.66401120175059	1.65300350716091	1.78445011949113	1.36409297653965	1.28096903113198	1.10267323696017	1.40888497997747	1.36225176944811	1.14876273058145	1.38573110149793	1.53807787012079	1.41067094903126	1.36847410198964	1.61649663434328	1.452294559524	1.41318750102255	1.66222819127457	1.57302341994901	1.65715540853008	1.48791920714936	1.36048115562067	1.67385891810265	1.2130620715459	1.71254316398039	1.55572049731333	1.91642114625076	1.61589912226233	1.63616579075767	1.59718983166853	1.36099105041767	1.47375568324371	1.69506487349119	1.38753771800698	1.25368243290835	1.36397303313609	1.33851536063719	1.60431044475148	1.59397825542563	1.60904391792525	1.64648785050763	1.77054528292457
"chr5_168488602_168494650_+"	1.31959411371455	0.929489669716796	1.24577724718838	1.54170260598905	1.15392599797895	1.13958097256426	1.06473097619615	1.20586646742422	1.30605507057953	1.22364443479651	1.08777891225466	1.14665168880381	0.866567052818827	1.43842582890397	1.1469125804493	1.43337046271932	1.2868130816563	1.80402080513226	1.80951372026419	1.49040378862344	1.52629001852868	1.34779688600969	1.57871237904567	1.29058743531822	1.14528477425138	1.34985458295135	1.49741700414491	1.11898626796142	1.23275178446872	1.1197515619453	1.48258063983664	0.844353482116755	1.26269451867511	0.913201300762441	1.44192747523117	1.52420987385867	1.49603595379304	1.30992830260793	1.18998510610238	1.33779374965117	1.2324748172432	1.27851913674132	1.40984431856033	1.46923124617065	1.37395112266299	1.7700136216125	1.59451026630583	1.55744214636271	1.42853731211687	1.31175237091778	1.56918733472737	1.33369868102063	1.65294200119831	1.15517854533614	1.32360252826853	1.39813132199569	1.27850135032779	1.41290902431197	1.43211984038452	1.17397451515148
