"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"58D_RERF-LC-MS_3"	"37D_NCI-H2030_3"	"02D_A549_3"	"36D_NCI-H2023_3"	"32D_NCI-H1944_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"44D_NCI-H2291_3"	"35D_NCI-H2009_3"	"47D_NCI-H2347_3"	"51D_NCI-H441_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"26D_NCI-H1734_3"	"50D_NCI-H3122_3"	"06D_Calu6_3"	"59D_SK-LU-1_3"	"04D_Calu1_2"	"45D_NCI-H23_3"	"11D_NCI-H1299_3"	"56D_NCI-H838_3"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"18D_NCI-H1573_3"	"05D_Calu3_3"	"24D_NCI-H1693_3"	"16D_NCI-H1563_3"	"19D_NCI-H1623_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"17D_NCI-H1568_3"	"46D_NCI-H2342_3"	"57D_PC9_3"	"23D_NCI-H1666_3"	"42D_NCI-H2126_3"	"27D_NCI-H1755_3"	"48D_NCI-H2405_3"	"52D_NCI-H460_2"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"25D_NCI-H1703_2"	"01D_A427_3"	"49D_NCI-H292_2"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"14D_NCI-H1435_3"	"40D_NCI-H2087_3"	"20D_NCI-H1648_3"	"31D_NCI-H1838_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"08D_HCC4006_3"	"13D_NCI-H1395_3"	"43D_NCI-H2228_3"	"33D_NCI-H1975_3"	"22D_NCI-H1651_3"	"55D_NCI-H820_3"
"chr7_116699071_116700284_+"	1.15224837775814	1.0727510232429	0.816681440645975	1.20283105869254	1.17321109818978	1.119502806896	0.741433734117104	0.807460261998659	0.386419373415221	1.39813902144645	1.19368034452824	1.24261855330194	1.52595233151107	0.95634340631282	1.28934500131738	1.00616633390016	1.19943295935153	1.13492594325236	0.902355770189405	0.56731085914926	1.20130978691135	0.432094410876165	0.204086135790541	2.11087553403018	1.07957756866994	1.84200352833291	1.35027057878139	0.59588741307221	0.980901613890222	1.37811734458365	0.959661545540215	1.18933166335396	0.971092459275163	0.324844974646836	0.451897688145638	0.857509550291202	0.494614931380108	0.816769320463221	1.00617924310349	0.445982733096482	0.61356128411555	0	0.495608704673347	0.663724494999228	0.522284971960005	0.695354438946049	0	0.325613085505373	0.523487462372284	0.78403914663154	2.4825732162253	1.28457457996793	0.909151699308741	0.653033421300222	0.895211590560198	0.800359898310051	0.286994966902695	0.689999668017289	0.936034805578891	1.09469630816006
"chr6_18236452_18258405_-"	0.700780011801499	1.13924219560633	0.669762427553139	1.04039907281673	0.667263900625295	0.514167760729321	0.648374481064381	0.427436498542814	0.270093758944156	1.22302028357925	0.979586531949871	0.915163742604152	1.28987322509232	0.910106785072124	1.19805662664496	1.54767741159042	1.19241068819043	0.942963342569042	1.30786698067152	1.38858405704427	0.889612675943836	1.06689539279045	1.16049605985282	0.723414164791624	0.832563148451496	0.959223306026832	0.980498554885443	1.47083799201004	1.12107699509298	1.02099527369476	1.49445502793568	1.51184561040174	1.17856621549351	1.48300878088517	0.966052054545942	1.2116548925191	1.36652721683424	1.25459577075922	1.03411129740588	0	1.28949786030944	0.859594603334706	1.19308326445296	1.0127788264774	1.0430181331875	0.984166011489718	0.479172979419586	1.25563906033342	1.3579790059071	0.375975832036318	1.00766896234624	1.02770526376981	1.45448802281828	1.23567724337309	0.93398003247573	0.393896623049962	1.06430244749545	0.933016139076916	0.811829838957841	0.901718005119082
"chr2_8908621_8958642_-"	1.03418594678706	0.943051198677047	0.754189768921761	0.701555599316158	0.816298185712493	0.36311066931157	0.403637767918047	0.623369489792229	0.480306399491384	1.26148107135247	1.13302966992565	1.23973638527216	1.64232152218594	1.15902834082	1.24760353393659	0.645682816409204	1.53552164732625	0.863708155642393	0.890201286167	1.35117522356783	0.701748800777134	0.987513170520524	0.803525038148573	0.979438374983726	0.724640007488797	1.04739531884269	1.31685329903869	1.12454068497581	1.04104300057377	0.666227789818646	1.26421517634565	1.22618883703815	1.14408901820447	1.47968210108899	1.15826255092097	0.823279822190862	0.56134278862011	0.877972738931927	1.06543666930037	0	1.10398913979453	1.03675576867335	1.0754652011473	0.627891281930608	1.15082546503254	1.03950087384606	0.935512526227036	1.35823365890655	1.40005342390543	0.953034186847557	1.07673608337461	0.849432863389695	1.97504481247435	1.09784032818414	1.02952682118545	0.280049633734528	1.03648543461443	0.880548547392913	1.01309830422357	0.524917019310016
"chr14_65561337_65561766_+"	1.88465203676794	1.43699334109626	1.2320215883037	1.22209850445254	0.948577027349423	0.610674454286979	0.540169562139813	1.01533378935761	0.699935873088761	1.31350516476309	1.28980104337002	1.49591818335611	1.63652040751529	1.59123966680932	1.20426309207604	0.911884439481203	1.46308921179632	1.2209463993659	1.436297071845	1.08728046559969	1.37369477920933	1.18430472925709	1.00232860393675	1.36336595907997	1.48310206577063	1.00283198753961	1.35652528942466	1.02454499168867	1.2954860298095	1.25994358839476	0.968365588727981	2.02538826926968	0.51007287986162	0.588563580988235	1.76733714548288	0.860763769009591	0.925134930573673	0.937047507396527	0.790906673003909	0	0.670343553122419	0.334855639619269	0.74750144033951	0.683824996002989	0.55272578605093	0.798147318209934	0.932132373814503	0.929503482932664	0.721464999967032	1.22332688737047	1.10499824378157	1.12886058706329	1.4509278423536	1.34089157575011	1.18647122232696	0	1.41543260923182	1.26815201517229	0.67634032241037	1.12831986304831
"chr5_14316513_14336727_+"	1.26313231618894	1.87287962844327	1.17178765429797	1.13405882786675	0.812855024455522	0.656526169785975	0.803718143379106	0.42992992673875	0.58835998063488	1.61867449776587	1.5761749221028	1.39421217187523	1.3161595674412	1.1619501613345	1.3203334208394	1.16677822280545	0.853764151022809	0.953550678083423	0.823382314042091	1.34472767726137	1.10018953212113	1.00001086530477	1.02739379600572	0.623806091180271	0.748930942814382	0.792268893579319	0.958252146373934	1.63144717942714	0.635520877985734	0.880457636297811	1.59139989840135	1.76668865810105	1.4197970342747	0.926834810107215	0.619076832314253	0.404902956642924	1.09244856999022	1.11765768430252	0.763122459303885	0.637780837176819	1.20143336291056	1.21941149803817	1.3861037693526	1.37970157372535	0.794437694066893	0.801031646910986	0	0.563329668459976	1.24924176334066	1.15575564629033	1.01869730815686	1.47337513018861	0.541825872582251	0.975457742343137	0.67895985007071	0.551884234649006	0.860060900488276	0.838960154324522	0.670919607666395	1.3702220774888
"chr4_74174506_74225394_+"	1.37142181585828	1.00903908679463	1.04502471801617	1.60616059643215	0.940506554585122	1.52399387799272	1.16013030904106	1.4567920229196	1.03690133880498	1.31056020434114	0.880587988445965	0.80721604378383	1.06258912783067	1.06861306054521	1.02210316152468	0.988903750363259	1.15806063534729	1.0552635846985	1.07736254826085	0.930926980442355	0.959375280356297	1.08866045236299	0.618130173068152	1.29070844430646	0.828774323558448	1.48622168536214	1.1361684410821	1.04507952959946	1.29280991980817	1.65623333281948	0.948918153283983	0.991748629167616	0.869266669740038	0.954006474029327	1.08560733916859	1.39124257215133	1.63787810544999	1.40684648286722	1.00024984437604	0.43325460787916	0.296657729558998	0.321135806985696	0.198550875226045	0.456323970860956	0.765892270215038	0.21882586027361	1.20266984058903	0.557504977522178	0.586551269758551	0.657325801813249	0.869735042568019	0.735487426459911	0.852804570064327	1.16302905849849	0.616067095397698	1.07924198343438	0.739346319974185	0.805029933096911	0.313117376563394	0.494157734375608
"chr3_172247533_172251541_+"	1.06803334341186	1.12561195424642	1.09035381671012	0.876585041808744	0.799625026482089	1.02602298051005	0.753249740015252	1.30471192443231	0.839685692645718	1.66470988216368	1.00655451885255	1.05370570495583	1.41221088093657	1.09504030778099	1.21879470834861	1.48508931469825	0.971006927374745	0.956726641633495	0.898384197639769	0.469947518233858	0.977090316610139	0.743412088067342	0.980301050647927	1.13141339879456	1.07914399857531	1.50535513730859	1.50194437250822	1.09323476703538	1.63686097008753	1.48289486948148	1.20971237417348	0.865333956954768	1.28559033331075	1.48138601193147	1.48126209772132	1.32543444089776	1.29490681011377	1.22480287952858	1.47972842633567	0.56686735750592	0.691911120787525	0.832875859808412	0.820591688406427	0.693536811910223	0.551744322677511	0	0.724705851007969	0.396810555171957	0.628824672633586	0.710127868141755	1.09606592141265	0.955548737614054	1.0780506863999	1.05843230427645	1.11575416116683	0.980705344050575	1.20387496024762	0.842092789642959	1.00806631129083	0.794799779246214
"chr15_58912563_58916999_-"	1.31052469977507	1.43601978256854	0.832351628298692	1.08559691803318	0.771304137708515	1.15628092466379	1.08025692785327	1.18134199414066	1.03821711981963	1.27686603175132	1.04070179278235	0.522692009148674	0.924678008564575	1.05236531828923	0.976640160738236	1.02725816879575	1.33114667816335	1.3612229111598	1.22478970540052	0	1.18622634909334	1.08839689647793	0.951264901975255	1.213419891801	0.517740974967162	1.42636208810737	1.31918660351919	1.07707513027846	1.35177323115704	1.63212593203851	1.49327066637874	1.1800859773104	1.24430303822447	0.974289169185473	1.39049385683345	1.2463393378908	1.38821340172872	1.03052457210778	0.91988406649031	0.56686735750592	0	0	0	0	1.0487434117416	1.01094483102807	1.04418809488721	0.704745296868088	1.55042676367809	0	0.743477383581312	0	1.28947150164565	0.413175387383657	0.687253532587921	0.715610757635556	0.937610706282643	0.989657402807951	1.1831539664704	0.381736443647034
"chr4_102304317_102315830_-"	1.12974875517368	1.16877633888846	0.660494163477107	1.09886007517628	0.76789712216686	0.595221216239697	0.842895495035188	0.863874868772385	0.586623645440875	0.893396455141759	1.02208704979031	0.485070838923021	1.32072019612972	0.984063791277528	0.892213407153682	0.731718591005408	0.990848755676626	0.87338124155122	1.31913059955118	0.864527674297268	0.88163140377369	1.43528761035743	0.836672978519903	1.21633967147424	0.594266200810301	0.801272035659085	0.737417560832563	0.938581424564535	2.30461438484851	1.89053542287783	1.38615504582291	1.18237489814056	0.738877517236766	0.932095991095284	0.883154757425	0.79490453784574	1.13432895828052	0.696376281829775	1.01144494618126	1.53363294420949	0	0	0	0	0	0.368867230677658	0.177118333017379	0.24223159602487	0.852212123372011	0.443881475102786	0.560742292744977	0.733658110179905	1.30626662611536	0.974576238931173	0.453874159302405	1.2210497214308	0.747387366059639	0.491706729167658	0.71634940042767	0.569034746604341
"chr17_39708321_39710481_+"	0.862165663145763	0.579884584338878	0.570437680649834	0.858371229460316	0.909920589847078	0.605534616314763	0.627665965593212	1.08813788142705	0.847413734770301	0.979307264358104	0.687578223935921	0.840200819134929	0.84665097122603	0.872669556848595	0.255472376071703	0.253295695939296	0.75607437939415	0.503338356562529	0.867340600571961	0.619107929519467	0.62767028699964	0.607504879426842	0.769604624287167	0.986301372219988	0.725765757354826	0.911168648691078	2.61426129682459	1.19632574788594	1.27714533480277	1.27005628455474	1.19139981314568	0.617405099174611	0.822961402680458	1.45863052523682	0.860737192720567	0.980712666393445	1.2841936233415	0.276954491579392	0.777236716950048	0.43325460787916	0.638928083442526	0.832875859808412	0.676735498218753	0.335862542705671	0.53173928200576	0.56375269360157	0.546265950579098	1.08431937731924	0.962681502654595	0.303678720404572	0.340737732005967	0.576652117470417	1.14981413983505	1.22487366937186	0.882296065718479	0.518617811934889	0.571582077453056	0.726834435884299	0.638946028969009	0.287775215598247
"chr18_8718424_8720496_+"	1.23809137645931	0.953804024539417	1.36951440559911	1.33380913774796	1.57627111969635	1.14413657216474	0.724307935952549	0.835312574657074	0.654553851232639	1.03067190632879	0.808696598602083	1.20188965126283	0.933056373908667	1.12588188469256	0.713244854538237	0.436152688245999	0.418577333804512	1.36035488286653	1.11647652650211	1.46200151172476	1.44131695690145	1.22639600650711	1.00527594782173	1.20056681017969	1.79134820897077	1.17691594883761	2.00252601579469	1.21417525843609	0.85581242132916	1.39386848982849	1.37988763025631	1.59137066443256	1.24430303822447	0.786033379732025	0.89612929242158	0.860046590421247	0.984554087353345	1.23744882903873	0.908074426077347	1.10792742325006	1.05652699939953	1.4396796213562	1.5381110994441	0.715481815106066	1.22841111979143	0.984166011489718	1.07560328996783	0.923144482611149	0.665155470308936	0.414895888701596	0.804384252690008	1.08245484439256	0.781374719444339	0	0.625177659623752	0.908130329101895	0.286994966902695	0.943534094754841	1.282009304709	0.77768228738036
"chr2_36441258_36442735_+"	1.27012718868999	1.41161501079504	1.48613904202761	1.51538269838081	1.60122250702719	0.980898319968567	0.267228786813889	0.921812411616779	0.645776149085148	0.938393700250562	1.11888250776116	0.471765538957943	0.627451704022521	0.984063791277528	1.05235562054851	0.876108807687962	0.961819030306221	1.50118542394986	0.921946764042657	1.48933861891164	1.56000299494298	1.28407045463708	1.2562266651616	1.41107969112911	1.43706862176004	0.907474170535271	1.03425432010683	1.24207902569014	0.982998255941848	0.995124943690052	1.48692054155119	1.47741212788271	1.85488258634445	1.30374736669968	0.707800882727285	1.09529436267631	1.12771646567168	1.52053652695634	0.69009286894483	1.00916037705561	1.35088749196026	1.3187641166406	1.44388763493803	1.30961166487261	1.03012320590121	1.13355558643455	0.302569697182863	0.5086157204124	0.518528110183455	0.832841403415773	0.563513529785449	1.21795663228419	0.882936734966921	0.773640006587295	0.630579383484305	1.01515840973301	0.633433423253734	0.867151812216039	1.21199143939578	0.982521527732728
"chr3_146121112_146124229_-"	1.10787332844394	1.1959466415461	1.20410247990081	1.97278616611956	1.29492979745161	1.12082039652394	0.691636004102913	1.33768559771709	0.645776149085148	1.16342810767318	0.748300416011228	0.281678327797668	1.61758685558415	1.3107043790116	1.25168420166601	0.588338521657653	0.918737700508657	0.429219010091511	1.02198116665784	1.10163212164421	0.767434719279244	0.825474029146561	1.53916868253969	1.10741507437152	1.15635319169926	1.00736303714717	1.29237322945236	1.00001612882911	1.6919162051134	1.36295483087295	1.47284933973141	1.20116753794527	1.61548986937935	0.735575565520196	0.106494504783581	0.920959951802545	0.939148027236758	1.34517331929138	0.556667636516079	0.645772111719314	1.409029466783	0.800809545294764	0.918938535130257	0.439415940800325	0.666480937319248	0.558759521530016	0.893373768358126	0	0.0675591914013452	0.827993147631461	0.622250712264421	0	0.302966946745037	0.872470358030923	0.769244740484854	0.819882847447878	0.810086138915123	1.16655507440865	1.17176234635241	1.19939371630448
"chr4_37631385_37638504_-"	1.23172573981593	1.66786209629728	1.29793226653066	1.0731754030762	0.878642921234932	1.05132569196804	0.400989010303318	0.916092377768552	0.860791376105598	1.79526822561808	1.3061299118064	1.18415901728102	1.13185409271046	1.10531710394218	1.34078712739743	0.935858920222512	0.605106848869723	0.684425965829548	1.26734124523724	1.17965777065687	1.19995110772117	1.41065821691061	1.07932902404807	1.42059946263288	0.902854573647218	1.64195009124846	1.11303586773363	1.22110806683752	1.1416541291642	0.976625498638484	1.26235800106012	1.23562290108999	0.915704403206429	1.1377639595032	0	0.938242103854794	1.87627509121373	1.18158875850519	1.13167239848936	0.770364985812265	1.37059947686347	1.23860997810092	1.25205933041711	0.724517949437753	1.33064651441755	0.95090247693194	2.54699827729527	0.579792046185012	1.57100377438362	0.492153050539157	0.629365721746796	1.13743038232094	1.25465963461164	0.297278643629999	0.860801555545995	1.15287860100193	0.68033177074447	1.07739860898073	1.21355611495885	1.00859902304683
"chr2_72718103_72733118_-"	1.47974384790951	1.32695402456567	1.57493563283878	1.34846081749701	1.27199521730554	0.988659267331282	1.08726732212382	1.3079884011197	1.21387468673639	1.66887207691343	1.09040075435072	0.675328800410649	1.31506260919706	1.15396950769554	1.05497281722935	0.850351755669195	1.55938217730514	1.21271215752096	1.1318804631452	1.11741636679471	1.17439790232127	1.0409426142014	0.92561998042761	1.11930999014658	1.15819249496565	1.43988982964385	1.13297245465577	1.1457326611519	1.69285700745749	1.88616313858302	1.64650869120425	1.68227946050926	1.77879275654794	1.4502559249471	1.68625601475169	1.20081629904391	1.2405370957385	1.23747858746842	1.12106621569047	0.56686735750592	1.07173870952804	0.861353115337888	1.04619499954011	1.11261300493295	0.934911620421411	1.24519125285562	0.402667522420621	1.08093234905703	0.991558664823654	0.401116545342105	0.894054130318149	1.25859307317638	1.74498143591667	1.23628269505121	0.871022070992187	1.46056579536344	0.706492017832374	1.15036996249306	0.520623668601962	0.58567076153754
