"13D_NCI-H1395_3"	"40D_NCI-H2087_3"	"55D_NCI-H820_3"	"08D_HCC4006_3"	"43D_NCI-H2228_3"	"20D_NCI-H1648_3"	"26D_NCI-H1734_3"	"31D_NCI-H1838_3"	"35D_NCI-H2009_3"	"47D_NCI-H2347_3"	"52D_NCI-H460_2"	"04D_Calu1_2"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"25D_NCI-H1703_2"	"49D_NCI-H292_2"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"39D_NCI-H2085_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"37D_NCI-H2030_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"	"56D_NCI-H838_3"	"06D_Calu6_3"	"27D_NCI-H1755_3"	"58D_RERF-LC-MS_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"16D_NCI-H1563_3"	"59D_SK-LU-1_3"	"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"32D_NCI-H1944_3"	"02D_A549_3"	"36D_NCI-H2023_3"	"01D_A427_3"	"22D_NCI-H1651_3"	"33D_NCI-H1975_3"	"14D_NCI-H1435_3"	"23D_NCI-H1666_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"48D_NCI-H2405_3"	"21D_NCI-H1650_3"	"24D_NCI-H1693_3"	"05D_Calu3_3"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"46D_NCI-H2342_3"	"17D_NCI-H1568_3"	"42D_NCI-H2126_3"	"50D_NCI-H3122_3"	"57D_PC9_3"
"chr18_9583117_9595102_-"	0.684663343051584	1.09503273463188	0.604758174137759	0.674130750475604	0.633418370844964	0.889295353863548	0.83900974186041	0.815176955240501	0.820401937048576	0.909443837761322	0.537402686547011	0.718709676879767	0.853944003997585	0.956340460839688	0.781053221056096	0.550525273975874	0.917817486580936	0.606168161332911	1.09380303212731	1.17920221549536	1.09437127520809	0.910633962586998	0.803931271984852	1.00214876358465	1.11805599956567	1.02398128883965	0.952317801413443	1.07624830511057	0.617380152155022	0.943622933734794	1.11951595630719	0.752700021180148	0.890189826109276	0.96664572152819	0.802977353506939	0.915302068775978	0.702643996788233	1.0541304170554	0.769555002622606	1.05113625307309	0.877154910784471	1.02209200823809	1.3597926662126	0.977513100052216	0.91709098302649	0.895404445023919	1.28925448061236	0.8845286032754	0.904491920259715	0.831410760553701	1.12527697631366	0.627575107755102	1.30485744904297	1.2420630834223	1.01858699728636	1.08917199917923	0.91215110742889	1.33204726316083	1.19019971148113	0.863858508535663
"chr18_9583117_9595153_-"	1.00202845175183	0.666960399782298	0.287775215598247	0.835749286246226	0.733897719933297	0.876131739127747	0.568021234380294	1.08163294638322	0.865616233238323	0.748347404921593	0.842041506039119	1.19856897216762	0.794176633948876	0.661111661933981	0.98463294456238	0.649677921580284	1.01388969802755	0	0.971977613094586	1.30360662294647	1.36046941110358	0.853296402606063	0.661107561660067	0.689967682339203	1.06851693015171	0.835887149542955	0.807601708653134	1.16428986421432	0.833861171896164	0.704011842150327	1.10974916342114	0.993266389990598	0.61472731440058	0.813612203761201	0.648383839913316	0.8398530764303	0.864982767674558	1.25731481671922	1.00399920104968	1.16883374297511	0.859986144772032	1.0978122445261	1.30027307324479	0.939830592371416	0.784742337632026	0.829913209838302	1.3070575699727	0.842878879915194	0.888955876787071	0.921537324917307	1.22827426581156	0.809178943145612	1.24670069607414	1.23776640695898	1.04128853528059	0.978883951396263	0.982804063276638	1.44596002943958	0.846267879984131	1.14837501233069
"chr18_12999421_13019206_+"	0.971944840019715	0.708203010382716	0.231701756829776	0.734128059628874	0.756187390854449	0.894378335250392	0.695405243627531	1.04030840512623	0.802435323525171	0.944510765741644	0.945665111503111	0.991550125695166	1.03477173059333	0.654692824154995	0.929067266724984	0.90116281589951	0.695354438946049	0.833523510785672	0.983562845423968	1.20178017111846	1.19550347114711	1.1121526507414	0.671673714623474	1.18803154918697	1.14999149355681	0.879419744552782	1.11901735938626	1.20371139470812	0.93640924032313	0.827904996043675	0.845113784481172	0.970424730241724	1.06855999448529	1.02556982116371	1.02384775363961	1.10101226206173	0.84766633221188	1.01152228960737	0.787532187374902	1.00223112515907	0.805317547532562	0.861546845147839	1.30000990456332	1.01990500942558	0.658631362722845	0.767853056556542	0.899583006843642	0.92624205036385	0.754585043326844	1.04773501829341	1.1413216492422	0.948331253798103	1.46437712664578	1.0419401920916	0.753684857699908	0.87919603296731	0.97924163600512	0.929654018733769	0.949056045242981	1.10322735044568
"chr2_239990074_240007370_-"	0.980404161293419	0.943239863535343	0.525006420091225	0.262659485889634	0.85594982217853	1.16287190248722	0.156089885901821	0.777985868804368	0.784071692636747	0.220036662332286	0.787838839728629	0.930926980442355	0.458089833839025	0	0.651053231713494	0.488284797766967	0.981644459520933	0.946787128210554	1.29206922827746	1.33026142200906	1.25249614275791	0.881495831275583	0.93893905039956	1.01527190590885	1.16936788284414	0.755401246961542	1.15802130518708	1.15526316014667	1.29109709106347	0.915498876491575	1.41064754256756	0.907239217404445	1.01415428757274	1.03031838343035	0.921255098148141	1.43242725670814	1.00054843925052	0.912979841980836	1.28142463372918	0.979804809078497	1.11360866451624	0.87677916019319	0.954500086266787	0.302055160605068	0.960272097571053	1.21697024314358	0.792437122881743	0.808014018682559	0.363686870822209	1.15214721548812	1.26147482776221	1.15860857391605	1.22302057983139	1.10006215680568	0.304068525208106	1.02041787160075	1.02926048906333	0.929542891572846	0.921843754671764	1.00574998029427
"chr15_76274412_76295737_-"	0.976390837110229	0.74923794007237	0.691043798953681	0.897665823478476	0.667759735153279	0.476775547282048	0.757018637264082	0.968260416030783	0.820749726876184	0.864522466159901	0.852004641858885	0.781218928074476	0.537229462056621	0.859594603334706	0.799430739844592	0.488284797766967	0.751399458593051	1.02602648670703	0.893110434448564	0.922266935931348	1.36816469866178	1.30126218991061	1.16534496021526	0.888504822567937	0.69256777620202	1.17364366999661	1.04666306394807	1.00957492555608	1.11400611013382	0.849538724409173	0.733195754575324	0.90263267409953	0.51009617728907	0.995176731522838	0.710565011793789	1.24310527545362	0.964820049947147	1.15840327626897	1.05980799078158	0.79743286622825	1.05083268209118	0.653416541029139	0.499590377147322	0.666153141493392	0.578069669633224	0.79874098232587	0.839219256346805	1.00897991367705	0.842408229965344	0.98033579087259	1.24473877193617	1.27746920291124	1.16853498596003	1.12958631172522	1.03840242412063	0.996733161030038	1.41917404297583	1.31515092324081	0.656039094374908	1.27330489904469
"chr16_47497399_47515601_+"	0.73613113850343	0.414895888701596	0.56833378616006	0.864082739546024	0.766470569798197	0.483469849593699	0.523632227859299	0.927194159877802	0.751083525335808	0.492653091656398	0.998353690433776	0.827087152986322	0.934056350240231	0.584078607405768	1.19468120933983	0.576435754515929	0.750323855581714	1.34287052781937	0.928381659562989	1.44311378841965	0.936980151906187	1.4047225341195	1.23829153537202	0.708176178258466	0.373701736959954	1.30599139906669	1.00062646406947	1.22747534460524	1.31249667641716	0.629973207697509	1.16032833616158	1.05992131675287	0.887378627613392	0.794168628856174	1.06651803137587	1.13082574710668	1.28139346463466	0.983910498670715	0.92419972634511	1.13209231185628	1.00793182260475	0.870432810137788	0.799503852228381	0.646587837714825	0.898107455618398	1.1077719264932	0.954238666755172	0.95834165788822	0.930951584406849	0.838998088716143	1.21257259152228	1.26773064316046	1.39573785575532	1.29487484401612	0.984156468972816	0.92132090409416	1.31669943722289	1.13235510045088	0.878936412399451	1.34938197910635
"chr11_85996826_86031611_-"	0.938316731798211	1.03793002335949	0.555812661356041	1.31328381955775	1.07442115149399	0.938886743561003	0.927154213030441	0.915016164817025	0.811548380875074	0.925560965962215	0.557266212620327	1.04473817113527	0.719851593689775	1.04001235648981	0.995540296955481	0.724517949437753	0.88279719423846	1.02534255100578	0.992237235635752	0.770526418188633	0.94844572233568	1.53953536240429	0.813577548028293	0.708454986140916	0.888412397166761	0.746622098119379	1.03363184719278	1.17022373282059	1.03824543795134	0.799806205310414	1.04816657447733	0.912923428696041	0.882654430247375	1.26486779641728	1.19845985651636	0.991260429024923	1.14270723607825	1.19972289808876	0.758779163497764	0.962414148444938	1.22145893623023	0.97392738747256	0.811369545506694	1.0106340141261	0.93522624673768	1.39180583847429	0.986962890131591	0.935570386510298	1.01276702998482	0.937419083755273	0.897750185068343	1.38246272886885	1.42233508685746	1.47263218847497	0.840433438623918	1.33057118770572	0.91747020814042	1.30387515544044	0.996659124459348	1.20870282360359
"chr1_23030469_23050520_+"	0.452424673541008	0.746305680423001	0.839632378258625	0.625408396497617	0.920050080844691	0.972969020315404	0.704455208894095	0.774662591399709	0.878098325339788	0.766956700356296	0.645772111719314	0.991550125695166	0.92959289170403	0.980337450236189	0.984808299258351	0.439415940800325	0.368867230677658	1.15103785294315	1.61395747388325	1.31069399772757	1.20670892228749	1.12981015769432	0.99396357572307	0.982559089885403	1.12890949029113	1.00146339469893	1.08400209664963	1.22464692381186	0.930712227722263	1.22108542304293	1.12309399303354	1.11225082834059	1.07776174952225	1.29174712614077	1.17935853308392	1.11113770355975	0.542812615115195	0.340944106880489	0.943389012817161	0.700930685292956	0.85131098226848	0.441171314898155	0.811439832252216	1.0283807733441	1.03471855667297	1.02423403824752	1.16868852875073	0.71341485303391	1.05127305137723	0.843101570230672	1.18045709192723	1.32896311377095	1.17501412879429	1.1380605206715	1.20521690372375	1.17509358138797	1.03154095891687	1.05806375207889	1.15002646324777	1.53575946785942
"chr9_93471141_93498886_+"	0.911887379286483	0.782416079170743	0.952497308978462	0.963689843376793	1.26883274259813	1.07840465824302	0.978784368137706	0.506990049893284	1.12129100118854	0.647735796918664	1.19509992469235	1.05271109004207	0.895864492762667	0.512786709235469	0.736310311704249	0	0.801031646910986	1.1959893214566	1.2555388121274	1.3394008594325	1.16175563263238	1.09253938245277	0.469513045022684	1.02613398127712	1.13130522567898	0.858868439356028	1.04537491526875	1.13384286653706	1.42935896271992	1.04195371110026	1.06092435774475	1.27097357187916	0.952149477802051	1.00527012713778	1.16525153549032	1.28474352472736	0.567085364817007	0.829259955073955	0.92087945280801	0.893443378810469	1.02587623625934	0.566020448646697	0.700682815587422	1.06513241000756	0.965208949469506	1.24094100487849	1.15356874761606	1.08182983467463	1.15919637183051	1.11314053903844	1.53465656680645	1.40872613271397	1.14825527089381	1.25098910203686	1.18029513238281	1.17725263144703	1.21628520336733	1.11737311023168	1.32602853395724	0.950300963813392
"chr7_92294889_92327900_+"	0.631263165323579	1.08212485824588	0.944064443939402	0.993003780051228	0.694665018270223	0.935707445497938	0.915735355855449	0.899368833436853	0.678801851599113	0.885384661881435	0.653618994982621	1.10631251546033	0.630028774825029	0.534101936033728	0.68746696541448	0.377562998126309	0	0.920465588611533	1.34542878970968	1.14247498412291	1.34161943615251	0.917475050779114	0.619153428202125	0.751396319584547	0.78583444108499	0.8998615699969	0.542867058311526	1.2012301429507	1.12930043190419	1.23469967255634	1.19652214589334	1.19442950100963	1.35918599733915	0.89328660565151	1.17281777880308	1.15084288052092	0.988202990147705	1.0938235917528	1.13000421247693	0.726784874011419	0.706405698349612	0.714807840633628	0.785175260172166	0.763579714647282	0.674647053003297	1.02733535453801	0.849122022568768	1.07273825724196	1.09878003657431	1.23891838780527	1.27562483464028	1.46337737524706	1.11533532345168	1.39609063380049	1.02248762617319	1.40971657669624	1.15013329414977	1.18690854745282	1.13180872654399	0.826704391380401
"chr1_155438327_155439068_-"	0.68363855566288	0.530064280049612	0.41310974445618	0.740964959887208	0.920050080844691	0.577255379520064	0.831740613485264	0.9580198575697	1.06769920775491	1.07526651136824	0.929489669716796	0.902730686777006	0.645917931154284	0.749302022701651	0.964310129126101	0.663724494999228	0.633815840625593	1.22798034000898	0.817899908970985	1.12618024664838	1.03309682955704	1.22371228521435	0.782957984726892	1.00793705246366	1.3144066840496	0.852497915001488	0.873015518144498	1.07250130771836	0.795370548821051	1.1295926359175	0.84190227153517	0.905914174782105	1.0086734180958	1.19678974038217	0.9501967529691	1.07606475822691	0.838530883461705	0.509737189454267	1.10676510786838	0.483567064221003	0.829550874607929	0.676739325153012	0.862392934403598	0.625991669390874	1.03671712513291	0.822619680833488	1.00061728669482	1.08712985222529	1.12832617396883	0.965963939694058	1.02856463414075	0.769490084489622	1.12885530842456	0.799734304068502	1.20695730335389	1.39158796603953	0.653198699657491	0.835132382227574	1.02471982950298	1.01269575422915
"chr19_12928342_12928847_-"	1.07125893145374	0.545047277715587	0.371787388574161	0.97202209229619	0.900527653522515	0.466256105575374	0.810568166027988	0.968794125115314	0.761087230969394	0.798839713914887	0.629639757665108	0.790950057288625	0.858742147066367	0.51474026424334	0.798624003084955	1.0127788264774	0.917817486580936	1.46348119054437	0.965723564746104	0.900784818221494	1.12251591490492	0.895109810529506	1.00970017418729	1.000295637363	1.19719836553668	1.03668969013322	0.944843675302666	1.11410497079082	1.0185669508589	1.18777047075409	0.990553031052249	0.919379914637849	0.854750437975693	1.19345119332621	0.922066782234954	1.20245352330051	0.780068255734253	0.797117092955898	1.08930454758639	0.821263824046632	0.820251531693923	0.702035673489675	1.03044966050715	0.85273345674927	1.18787592589361	0.792268598535444	1.08184457094642	1.03128119875596	0.818199974301229	0.801403082639005	1.23505353556029	1.01582913626846	0.996383087024859	1.26826893744465	1.05875411131676	1.09196623650438	1.03587873421684	0.93005389112647	0.880767322065106	1.44597625381446
"chr1_155853276_155853806_-"	0.882340083105967	0.662882376666631	0.808962485349808	0.905598443775091	0.535485969971462	0.0978711174344896	1.20224245941927	0.940750209861257	1.07646861756803	0.560971081768016	0.885690217985774	1.02601577800152	0.72059217328073	1.07240124050952	1.02375385209248	0.785675412131029	0.919279646925984	1.2605722045968	1.28948426111218	1.02971235291666	0.882561621219185	1.28289861383066	1.13004544141137	0.987366554721024	1.47769313097629	0.945728213655535	1.1535739197414	1.07246345857865	1.05169880805787	0.887877042862263	0.856856734403719	1.02125068359823	1.03339671185341	1.17927248159058	0.673680622524798	1.08167939965015	0.99524699847333	0.699278624896133	0.988048962305039	0.897643392995647	0.920809940448252	1.04479274911046	1.04238362340436	1.02406600262276	1.16902563560004	0.730250014130055	0.859581363723258	0.576440263414396	0.817198515625022	0.866335173934905	0.915782804777977	0.749584254657483	0.945292783171435	0.993959881985424	1.13655580809163	1.4096283845281	1.03951871353185	0.844134955370443	0.910509898869679	1.00353675398164
"chr2_202464809_202467689_+"	0.918261411126978	0.503359922735314	0.837893716802247	0.620408507114401	1.03189252711106	0.499049568045451	0.921734978907075	0.637813872216474	0.888983387741818	0.808766213993625	0.56686735750592	0.344252181979663	0.746744335670376	1.04266709770741	1.13958097256426	0.550525273975874	0.918549182093959	1.18135709664831	1.25628490172945	1.46360483172687	1.09522696750979	1.22919260911219	1.2612680415756	0.948429391797987	1.13649425146446	1.40023501176226	1.43027112540291	1.17000760900446	1.1823960416414	1.08616834658334	1.07043519520112	0.758552650171016	0.936749961525878	1.29252024607992	1.1629835755108	1.28115083598508	0.99922913371472	0.531429258396836	1.0404061072099	0.758624270357477	1.02081477860958	0.874081795466875	0.77028049034083	0.919816383879668	0.731272197649718	0.584664456179485	0.69713171347343	0.950035975498928	0.919199888360811	1.16931175410547	1.26827174192151	1.28869396941734	1.3002021893633	0.734884182643796	1.17096174606333	1.06013483961614	0.935538063412394	0.537782335027291	1.02226217871205	0.80797380230104
